Argument ID	Openness to change	Self-enhancement	Conservation	Self-transcendence
A18345	0	1	1	1
A18346	1	1	1	1
A18348	1	0	1	0
A18349	0	0	1	1
A18350	0	1	1	1
A18351	1	1	0	1
A18353	0	1	1	1
A18354	1	0	1	1
A18355	1	1	0	1
A18356	0	1	1	0
A18357	0	0	1	1
A18358	1	1	0	1
A18359	0	0	1	1
A18360	1	0	0	1
A18361	1	1	1	1
A18362	1	0	0	1
A18364	0	1	0	1
A18365	1	0	1	1
A18367	0	1	1	1
A18368	0	0	1	1
A18369	0	0	1	1
A18370	0	0	1	1
A18371	0	0	0	1
A18372	0	0	1	0
A18373	0	0	1	1
A18374	0	0	1	1
A18376	1	0	1	0
A18377	0	0	1	0
A18378	1	0	1	0
A18379	0	0	1	1
A18380	0	0	1	1
A18381	1	0	0	1
A18382	0	1	1	1
A18383	0	0	1	1
A18385	1	1	1	1
A18386	0	0	1	1
A18387	0	0	1	1
A18388	0	1	1	0
A18389	1	1	1	1
A18390	0	1	1	1
A18391	1	1	1	1
A18393	0	1	0	1
A18394	1	1	0	1
A18395	0	1	1	1
A18396	0	0	0	1
A18397	1	0	0	1
A18398	0	1	1	0
A18399	1	0	1	1
A18400	1	1	1	0
A18401	0	0	1	1
A18402	0	0	1	1
A18403	0	1	0	1
A18404	1	0	1	1
A18405	0	0	1	1
A18407	1	0	1	1
A18408	1	1	1	0
A18410	0	1	1	0
A18412	0	0	1	1
A18414	1	1	1	1
A18415	1	1	1	1
A18416	1	1	1	1
A18417	1	0	1	1
A18418	0	1	1	1
A18419	0	0	1	1
A18420	1	1	0	1
A18421	0	1	0	1
A18422	1	1	0	0
A18423	0	1	1	1
A18424	0	0	1	1
A18425	1	0	0	0
A18426	1	1	1	1
A18427	1	1	1	1
A18428	0	1	1	1
A18429	1	1	1	1
A18430	0	1	1	1
A18431	0	1	1	1
A18432	1	1	1	1
A18433	1	1	0	1
A18435	0	1	1	1
A18436	1	0	1	1
A18437	1	0	0	0
A18439	1	1	1	1
A18440	0	0	1	1
A18441	0	1	1	0
A18442	0	0	0	1
A18443	0	1	0	1
A18444	0	0	1	1
A18445	0	1	0	1
A18448	0	0	1	1
A18449	0	0	1	1
A18450	0	1	1	1
A18451	0	1	0	1
A18452	0	1	0	1
A18453	0	0	1	1
A18454	0	1	1	1
A18455	1	1	0	1
A18456	0	0	1	1
A18458	0	1	1	1
A18460	0	1	1	1
A18461	0	1	1	1
A18462	1	0	1	0
A18463	0	1	1	1
A18465	0	0	1	1
A18466	1	1	0	1
A18467	0	1	1	1
A18468	0	1	1	1
A18469	1	1	1	1
A18470	1	1	1	0
A18471	0	0	1	0
A18472	0	1	1	1
A18473	0	0	1	0
A18474	1	1	0	1
A18477	0	0	1	1
A18478	1	0	0	1
A18479	0	1	1	1
A18481	1	1	1	0
A18483	1	1	1	1
A18484	0	0	1	1
A18485	0	1	1	1
A18486	0	0	1	1
A18487	1	1	1	1
A18489	1	0	1	0
A18490	1	0	1	1
A18491	0	0	0	1
A18492	0	1	1	0
A18493	0	0	1	1
A18496	0	1	1	1
A18497	0	1	1	1
A18498	1	0	0	1
A18499	1	0	1	1
A18500	0	0	1	1
A19001	1	1	1	1
A19003	0	1	1	1
A19007	1	0	0	1
A19008	0	0	1	1
A19009	0	0	1	1
A19010	0	0	1	1
A19011	0	0	0	1
A19013	0	1	0	1
A19014	0	1	1	0
A19015	1	1	1	1
A19016	0	0	1	1
A19018	1	0	1	0
A19019	0	0	1	1
A19020	0	0	1	1
A19021	1	0	0	1
A19022	0	0	1	1
A19023	0	1	1	1
A19024	0	0	1	1
A19025	1	1	0	1
A19026	0	0	1	1
A19027	0	0	1	1
A19028	1	1	1	1
A19031	1	0	1	0
A19032	0	1	0	1
A19033	0	1	1	1
A19034	0	0	0	1
A19035	1	0	1	1
A19036	1	1	1	1
A19037	1	1	1	1
A19038	0	1	1	0
A19039	0	0	1	1
A19040	1	0	1	1
A19041	0	0	0	1
A19042	1	1	1	0
A19043	1	0	1	1
A19045	1	1	0	1
A19046	1	1	0	1
A19047	0	0	1	0
A19048	0	0	0	1
A19050	1	1	1	0
A19052	0	1	1	1
A19054	1	1	0	0
A19055	0	1	1	1
A19056	0	1	0	1
A19057	0	0	1	1
A19058	0	0	1	1
A19059	1	0	0	1
A19060	1	1	1	1
A19061	0	0	1	1
A19062	0	0	1	1
A19063	1	0	1	1
A19064	0	0	1	1
A19065	0	0	1	0
A19066	0	0	0	1
A19067	1	1	1	1
A19068	0	1	0	1
A19069	0	1	1	1
A19071	0	1	1	1
A19072	1	1	0	1
A19074	0	0	1	1
A19075	0	1	1	1
A19076	1	1	1	0
A19077	0	0	1	1
A19078	0	1	1	1
A19080	1	0	1	1
A19081	1	1	1	1
A19083	0	0	1	1
A19084	1	1	1	1
A19085	1	0	0	1
A19086	1	0	1	1
A19088	0	1	1	1
A19089	0	0	1	1
A19090	1	0	0	1
A19091	1	1	1	1
A19092	0	0	1	1
A19093	1	0	1	1
A19094	1	1	1	1
A19095	1	0	1	1
A19097	0	1	0	1
A19098	0	0	1	1
A19099	0	1	0	1
A19100	1	1	1	0
A19101	0	1	0	0
A19102	1	0	1	1
A19103	1	1	1	0
A19104	1	0	1	1
A19105	0	1	0	1
A19106	1	1	1	1
A19107	1	1	0	1
A19108	0	0	0	1
A19109	0	1	1	1
A19110	0	1	1	1
A19111	0	1	1	0
A19113	0	1	1	1
A19114	1	1	1	1
A19115	0	0	1	1
A19116	1	1	1	1
A19117	1	1	1	1
A19118	0	0	1	1
A19120	0	0	1	1
A19121	0	1	1	1
A19122	0	0	1	1
A19123	0	1	0	1
A19124	1	1	0	1
A19126	1	1	0	1
A19127	0	0	1	1
A19128	1	1	1	1
A19129	0	1	1	1
A19131	1	0	0	0
A19132	0	1	0	1
A19133	0	0	1	1
A19134	0	1	0	1
A19135	0	0	0	1
A19137	1	1	1	1
A19138	0	1	1	1
A19139	1	1	1	0
A19140	0	0	1	1
A19141	0	0	1	1
A19143	1	1	0	1
A19145	1	1	1	1
A19148	1	0	1	0
A19149	1	1	1	0
A19150	1	1	1	1
A19151	0	1	1	1
A19153	0	0	1	1
A19154	1	1	0	1
A19155	1	1	1	1
A19156	0	0	1	1
A19157	0	0	1	1
A19158	0	1	1	0
A19159	0	1	1	1
A19160	0	0	1	1
A19161	0	0	1	1
A19162	1	0	1	1
A19163	0	0	1	1
A19164	0	1	1	1
A19165	1	1	0	0
A19166	0	1	1	1
A19167	0	0	1	1
A19168	0	1	1	1
A19169	0	0	1	1
A19170	0	0	1	1
A19171	0	1	1	1
A19173	0	0	1	1
A19174	0	0	1	1
A19176	0	0	1	1
A19178	1	1	1	0
A19179	0	0	1	0
A19180	1	0	1	0
A19181	1	1	0	1
A19182	1	0	1	0
A19183	0	0	1	1
A19185	0	1	1	1
A19186	0	1	1	1
A19187	1	1	0	1
A19188	0	1	1	1
A19190	0	0	0	1
A19192	0	1	1	1
A19194	0	0	0	1
A19195	1	0	1	1
A19196	1	1	1	1
A19197	0	0	1	1
A19198	1	0	1	1
A19199	1	1	1	1
A19200	1	1	1	1
A19201	0	0	1	1
A19202	0	1	1	0
A19203	0	0	1	1
A19204	0	0	1	1
A19206	0	0	1	1
A19207	0	0	1	1
A19208	1	1	1	1
A19209	0	1	1	1
A19210	1	0	1	1
A19211	0	0	1	1
A19212	0	0	1	1
A19213	0	0	1	1
A19214	0	0	1	1
A19215	1	1	1	1
A19216	0	0	1	1
A19217	1	1	0	1
A19218	0	0	1	1
A19219	1	0	1	1
A19220	0	1	1	1
A19221	0	1	0	1
A19222	1	0	0	1
A19225	1	0	1	0
A19228	1	0	1	1
A19229	0	0	1	1
A19230	0	1	0	1
A19231	1	0	0	1
A19232	1	0	1	1
A19233	1	1	1	1
A19234	0	1	1	1
A19235	0	1	1	1
A19236	0	0	1	1
A19238	0	0	1	1
A19239	1	1	1	1
A19241	0	1	1	1
A19242	0	0	0	1
A19243	0	0	1	1
A19244	1	0	1	1
A19245	0	0	0	1
A19246	0	1	1	1
A19247	0	0	1	1
A19248	0	1	0	0
A19250	0	0	1	1
A19252	0	0	1	1
A19253	1	0	1	0
A19254	1	0	1	1
A19255	0	0	1	0
A19256	0	0	1	1
A19258	1	0	0	0
A19259	0	0	1	0
A19261	1	1	0	1
A19262	1	1	0	1
A19263	0	1	0	1
A19264	1	1	1	1
A19265	0	1	1	1
A19266	0	1	1	1
A19267	1	1	0	1
A19268	0	0	1	1
A19269	0	0	1	1
A19270	0	1	1	1
A19271	0	1	0	0
A19272	1	0	1	1
A19273	0	1	1	1
A19274	1	1	0	1
A19276	0	0	0	1
A19277	0	0	1	1
A19278	0	0	1	0
A19279	1	1	0	1
A19280	0	1	1	1
A19281	0	0	1	1
A19282	0	0	1	0
A19284	0	1	1	1
A19285	0	1	1	1
A19287	1	0	0	1
A19288	0	1	1	1
A19289	0	1	1	1
A19290	1	0	1	1
A19291	0	1	0	1
A19292	1	0	1	1
A19293	1	0	1	0
A19294	0	0	1	1
A19295	1	0	1	1
A19296	1	1	1	0
A19297	1	0	0	0
A19298	0	1	0	1
A19299	0	0	1	1
A19301	1	0	1	1
A19302	0	0	1	1
A19303	1	0	1	1
A19304	1	1	1	1
A19305	1	0	1	1
A19306	1	0	1	1
A19307	0	1	1	1
A19308	1	1	0	1
A19309	0	0	1	1
A19310	0	1	1	1
A19311	1	1	0	1
A19312	1	0	0	1
A19313	1	1	1	1
A19314	1	1	0	1
A19315	1	0	1	1
A19316	0	1	1	1
A19317	0	0	1	0
A19318	0	0	1	1
A19319	0	1	1	1
A19320	0	1	1	0
A19321	1	0	0	1
A19322	0	1	1	1
A19323	1	1	1	1
A19324	1	1	1	1
A19325	0	0	1	1
A19326	0	1	1	1
A19328	1	1	0	0
A19331	1	1	1	0
A19332	0	1	1	1
A19333	1	1	1	1
A19334	0	1	1	1
A19335	0	1	1	1
A19336	1	0	1	0
A19338	1	1	1	1
A19339	0	0	1	0
A19342	1	1	1	1
A19343	0	0	1	1
A19344	0	0	1	1
A19345	0	0	1	1
A19346	0	1	1	0
A19347	1	1	0	1
A19348	0	1	1	1
A19349	1	1	1	1
A19350	0	1	0	1
A19351	1	1	0	1
A19352	0	1	0	1
A19353	0	1	1	1
A19355	0	0	1	1
A19356	1	0	1	0
A19358	1	1	1	1
A19359	0	0	1	1
A19362	0	1	1	1
A19363	1	0	0	1
A19365	1	1	1	1
A19366	1	1	0	1
A19367	0	1	1	1
A19369	1	0	1	0
A19370	1	1	1	1
A19371	0	0	1	1
A19372	0	1	1	1
A19373	0	1	1	1
A19375	0	1	1	1
A19376	0	0	1	0
A19378	0	0	0	1
A19379	0	1	1	1
A19383	1	0	1	1
A19384	0	1	1	1
A19385	1	1	1	1
A19386	0	0	1	1
A19387	1	1	0	1
A19388	1	0	0	1
A19389	1	1	0	1
A19390	1	1	0	0
A19391	0	1	1	1
A19392	0	1	1	1
A19393	1	1	1	1
A19394	0	1	1	1
A19395	0	0	1	1
A19396	0	1	1	1
A19397	1	0	0	1
A19398	1	0	1	1
A19399	0	0	1	1
A19400	0	0	1	1
A19401	0	0	1	1
A19403	0	1	1	1
A19405	0	1	1	1
A19406	1	0	0	0
A19408	0	0	1	1
A19409	1	1	0	0
A19410	1	0	1	1
A19411	1	1	1	0
A19413	0	1	1	1
A19414	1	1	1	1
A19415	0	1	1	1
A19416	1	0	1	1
A19417	0	0	1	1
A19418	0	0	1	0
A19419	0	1	1	1
A19421	1	1	1	1
A19422	1	0	1	1
A19423	1	1	1	1
A19424	0	0	1	1
A19425	0	1	1	0
A19426	1	1	1	1
A19427	0	1	0	1
A19428	0	1	0	1
A19429	0	1	1	1
A19430	0	0	1	1
A19431	1	1	1	1
A19432	1	0	1	1
A19433	0	0	1	1
A19434	0	1	0	1
A19435	1	1	0	1
A19436	0	0	1	1
A19437	1	1	0	1
A19438	0	1	1	0
A19439	0	1	1	1
A19440	0	1	1	1
A19441	1	0	1	0
A19442	1	1	1	1
A19443	1	1	1	1
A19444	1	1	0	0
A19445	0	1	1	1
A19446	1	1	1	0
A19447	1	0	1	1
A19448	0	0	1	1
A19449	0	1	1	1
A19451	0	0	1	1
A19452	0	0	1	1
A19453	0	0	1	1
A19454	1	1	1	1
A19455	1	1	0	1
A19456	1	1	1	1
A19457	1	1	1	0
A19458	1	1	1	1
A19460	1	1	1	1
A19462	1	1	1	0
A19463	0	0	1	1
A19464	0	1	1	1
A19465	1	1	1	1
A19467	1	1	1	1
A19468	0	0	1	1
A19469	0	0	1	1
A19470	0	0	0	1
A19471	0	0	1	1
A19472	0	0	0	1
A19473	0	0	1	0
A19474	0	0	1	1
A19475	0	0	1	1
A19476	0	0	1	1
A19478	0	0	1	1
A19480	0	1	1	1
A19481	1	1	1	0
A19482	1	0	1	0
A19483	1	0	0	0
A19484	0	1	1	1
A19485	1	0	1	1
A19486	1	1	0	1
A19487	1	1	1	0
A19488	0	0	1	1
A19489	1	1	1	1
A19490	1	1	1	0
A19491	1	1	1	1
A19492	0	1	0	1
A19493	1	0	1	1
A19494	0	1	1	1
A19495	0	1	1	1
A19496	0	1	1	1
A19497	1	1	0	1
A19498	1	0	1	1
A19499	1	1	1	0
A19500	0	0	1	1
A20001	0	1	0	0
A20002	0	0	1	1
A20003	0	1	1	0
A20004	1	0	1	0
A20005	0	0	1	1
A20006	0	0	0	1
A20007	1	1	0	1
A20008	1	0	1	1
A20009	0	0	1	1
A20010	1	1	0	1
A20011	1	1	1	1
A20012	1	0	0	1
A20013	0	0	1	1
A20014	0	1	1	1
A20015	0	1	1	1
A20016	1	1	0	1
A20018	0	0	1	1
A20019	0	0	0	1
A20021	1	1	0	1
A20022	0	0	1	1
A20023	0	0	1	1
A20024	0	0	1	1
A20025	0	0	1	1
A20029	1	1	0	0
A20030	1	0	0	1
A20031	0	0	1	1
A20032	1	0	0	1
A20033	0	1	1	1
A20034	1	1	0	0
A20035	1	0	1	1
A20036	0	1	1	1
A20037	1	1	0	1
A20038	0	1	0	1
A20039	1	0	1	0
A20040	0	1	1	1
A20041	1	1	0	1
A20042	1	0	1	0
A20043	1	1	0	0
A20045	0	0	0	1
A20046	0	0	1	0
A20048	1	1	0	0
A20051	1	1	1	1
A20052	1	1	1	1
A20053	0	1	1	1
A20054	0	1	1	1
A20055	0	0	1	1
A20056	0	0	1	1
A20057	0	1	0	1
A20058	0	0	1	1
A20059	0	1	0	1
A20060	0	0	1	1
A20061	0	0	1	1
A20062	0	0	0	1
A20063	0	0	1	1
A20064	1	1	1	0
A20065	0	1	1	1
A20066	0	0	0	1
A20067	0	1	1	0
A20068	0	0	1	1
A20069	0	0	1	0
A20070	1	0	0	1
A20072	1	1	1	0
A20073	0	0	1	1
A20075	0	0	1	1
A20076	0	0	0	1
A20077	0	0	1	1
A20078	0	0	1	1
A20080	0	0	0	1
A20081	0	0	1	1
A20082	0	1	0	1
A20083	1	0	1	1
A20085	1	1	1	1
A20086	1	0	0	1
A20087	0	1	1	1
A20088	0	1	1	1
A20089	0	1	1	0
A20090	1	1	0	1
A20091	0	0	0	1
A20092	0	0	1	0
A20093	0	0	0	1
A20095	0	1	0	1
A20096	1	1	1	0
A20097	0	0	1	1
A20098	1	1	0	1
A20099	0	0	1	1
A20100	0	0	0	1
A20101	0	0	1	1
A20102	0	0	0	1
A20104	0	0	1	1
A20105	1	1	1	0
A20106	0	1	1	1
A20109	0	0	1	1
A20110	1	1	1	1
A20111	0	0	1	0
A20112	0	1	1	1
A20113	0	0	1	1
A20114	0	0	1	0
A20115	1	0	1	1
A20116	0	0	1	1
A20117	1	1	1	1
A20118	1	0	1	1
A20119	0	0	1	1
A20120	1	0	1	0
A20121	1	1	1	0
A20122	0	1	1	1
A20123	0	0	0	1
A20124	0	0	1	1
A20125	1	0	1	1
A20126	1	1	0	0
A20127	0	1	1	0
A20129	1	1	1	1
A20131	0	0	1	1
A20132	1	1	1	1
A20133	0	0	1	1
A20134	1	1	1	1
A20135	1	0	1	1
A20137	0	0	1	1
A20138	0	0	1	1
A20139	1	0	1	0
A20140	0	0	1	1
A20142	1	1	1	0
A20143	0	1	1	1
A20144	0	0	1	1
A20145	1	0	1	0
A20146	0	0	1	1
A20147	0	1	0	1
A20148	0	0	1	1
A20149	1	0	1	1
A20150	1	1	1	1
A20151	0	0	1	1
A20152	0	0	1	1
A20153	1	1	1	1
A20154	0	1	1	1
A20155	1	1	1	1
A20156	0	0	1	1
A20157	0	0	1	1
A20158	1	1	0	1
A20160	1	0	0	1
A20161	0	0	1	1
A20162	0	0	0	1
A20163	1	1	1	0
A20164	0	0	1	1
A20165	1	0	0	1
A20166	0	0	1	1
A20167	1	0	1	1
A20169	1	0	0	1
A20170	0	0	1	1
A20171	1	1	1	1
A20172	1	0	1	0
A20173	1	1	1	1
A20174	0	0	1	1
A20175	1	0	1	1
A20177	0	0	1	0
A20178	0	0	1	1
A20179	0	0	0	1
A20180	0	1	1	0
A20182	0	0	1	1
A20183	0	0	0	1
A20186	0	1	1	0
A20187	0	1	0	1
A20188	0	1	1	1
A20189	0	0	1	1
A20190	0	1	1	1
A20191	1	0	1	0
A20192	0	0	1	1
A20193	0	1	1	0
A20196	0	1	0	1
A20197	1	0	1	0
A20198	0	0	0	1
A20199	0	1	1	0
A20200	1	1	1	0
A20202	0	0	1	1
A20204	0	1	1	0
A20205	1	0	1	1
A20207	0	0	1	1
A20208	0	0	0	1
A20209	0	0	0	1
A20210	0	0	1	1
A20211	1	1	0	0
A20212	0	0	1	1
A20213	1	1	0	0
A20214	0	0	0	1
A20215	0	0	1	1
A20216	1	0	0	1
A20217	1	0	0	0
A20218	0	0	1	1
A20220	0	0	1	1
A20221	0	1	0	1
A20223	0	1	0	0
A20225	1	1	0	1
A20227	0	0	1	1
A20228	1	1	1	1
A20229	0	1	1	1
A20231	1	1	1	0
A20232	0	0	1	1
A20233	1	1	0	1
A20234	1	0	1	1
A20235	1	1	1	1
A20236	0	0	0	1
A20238	0	1	1	1
A20239	1	0	1	1
A20240	0	0	1	1
A20241	0	0	1	1
A20242	1	0	0	0
A20243	1	0	1	0
A20244	0	0	1	1
A20245	0	0	1	1
A20246	1	0	0	1
A20247	0	0	1	1
A20248	0	1	1	1
A20249	0	0	1	0
A20251	0	1	0	1
A20252	0	0	1	0
A20254	0	0	1	1
A20255	0	0	1	1
A20256	1	1	1	1
A20257	0	1	1	1
A20258	0	0	1	1
A20259	0	1	1	1
A20260	1	1	1	0
A20261	0	1	1	1
A20262	0	0	1	1
A20264	0	1	1	1
A20265	0	1	0	1
A20266	0	0	1	1
A20267	0	0	1	1
A20269	0	1	1	1
A20270	1	0	1	1
A20272	1	1	1	1
A20273	0	1	1	1
A20274	1	1	1	1
A20275	1	1	1	1
A20276	1	0	0	1
A20277	0	0	0	1
A20278	0	0	1	1
A20280	0	0	1	1
A20281	0	1	1	1
A20282	0	1	1	1
A20283	0	1	1	1
A20285	0	0	0	1
A20287	0	0	1	0
A20288	1	0	1	1
A20289	0	0	1	1
A20290	0	0	1	1
A20291	1	0	1	1
A20292	1	1	1	1
A20293	1	0	1	1
A20294	1	1	1	0
A20296	0	1	1	1
A20297	1	0	0	1
A20298	0	0	1	1
A20299	1	0	1	1
A20300	0	0	1	0
A20301	1	1	1	1
A20302	0	0	1	1
A20303	1	0	1	0
A20304	0	0	1	1
A20305	0	0	1	1
A20306	1	1	0	1
A20307	0	1	1	1
A20308	0	0	0	1
A20309	0	1	1	0
A20310	0	0	1	0
A20311	1	1	0	0
A20312	0	1	0	1
A20313	0	0	1	0
A20314	1	1	1	1
A20316	1	0	1	1
A20317	1	0	1	1
A20318	0	0	1	1
A20319	0	0	1	1
A20320	0	0	1	1
A20321	1	0	1	1
A20322	0	1	1	1
A20323	1	0	1	0
A20324	1	1	1	1
A20325	0	1	1	1
A20326	0	1	1	1
A20327	0	0	1	1
A20328	0	1	1	1
A20329	1	0	0	1
A20332	0	1	0	1
A20333	1	0	0	1
A20334	0	1	1	0
A20335	0	0	1	1
A20336	0	0	1	0
A20337	0	1	1	1
A20340	0	0	1	0
A20341	1	1	0	1
A20343	1	0	1	1
A20344	1	1	0	0
A20345	0	0	1	1
A20346	0	0	1	1
A20347	1	0	1	1
A20351	0	1	1	0
A20353	1	0	0	0
A20354	0	0	1	1
A20355	0	1	1	1
A20356	1	0	1	0
A20357	0	1	1	1
A20358	1	1	1	1
A20359	0	0	1	1
A20360	1	1	1	0
A20361	0	0	1	0
A20363	1	0	0	1
A20364	0	1	1	1
A20365	0	1	1	1
A20366	1	1	1	1
A20367	0	1	1	0
A20368	1	1	0	1
A20369	0	1	1	1
A20370	0	0	1	1
A20371	0	0	1	1
A20372	0	0	1	0
A20373	1	1	0	1
A20375	0	0	1	1
A20376	1	0	1	1
A20377	0	1	1	1
A20378	1	1	1	0
A20379	0	1	1	1
A20380	0	0	1	1
A20381	0	0	1	1
A20382	0	0	0	1
A20383	0	1	1	0
A20384	0	0	1	1
A20385	1	1	1	1
A20388	0	0	1	0
A20389	1	1	1	0
A20391	0	1	1	0
A20394	0	1	1	1
A20395	1	1	1	1
A20396	0	0	1	0
A20397	1	1	1	1
A20398	1	1	1	1
A20400	1	0	0	1
A20401	0	0	1	1
A20402	0	0	1	1
A20403	0	0	0	1
A20404	0	0	1	1
A20405	0	0	1	1
A20406	1	0	1	1
A20407	1	1	0	0
A20408	0	0	1	1
A20409	0	0	0	1
A20410	0	0	1	1
A20411	0	0	1	1
A20412	1	1	1	1
A20413	0	0	1	0
A20414	0	1	0	1
A20415	1	0	0	0
A20416	0	0	1	0
A20417	0	1	1	1
A20419	0	0	0	1
A20420	0	0	0	1
A20422	0	1	0	1
A20423	1	1	0	1
A20424	1	0	1	1
A20425	1	1	1	1
A20426	0	1	0	1
A20428	1	1	1	0
A20429	0	1	0	1
A20430	0	0	1	1
A20431	0	1	0	0
A20432	1	0	1	1
A20433	0	1	1	0
A20434	1	0	1	1
A20436	0	0	1	1
A20437	0	0	1	1
A20438	1	0	1	0
A20440	1	0	1	0
A20442	0	1	1	1
A20445	0	0	1	1
A20446	0	0	0	1
A20448	1	1	1	1
A20449	0	0	1	1
A20450	0	1	0	1
A20451	0	1	1	1
A20454	0	0	1	1
A20455	1	1	1	1
A20456	0	1	1	1
A20457	1	0	0	0
A20458	0	0	1	1
A20459	0	0	1	1
A20460	0	0	1	0
A20463	1	0	1	1
A20464	0	0	1	1
A20465	0	0	1	1
A20466	0	0	1	1
A20468	0	1	0	1
A20469	1	1	1	0
A20470	1	1	1	0
A20471	1	1	1	1
A20472	0	1	1	1
A20473	1	1	1	1
A20474	1	1	0	1
A20475	0	1	1	1
A20476	0	0	1	1
A20477	0	1	0	0
A20478	1	1	1	1
A20479	1	1	0	1
A20482	0	1	1	1
A20484	0	1	1	1
A20485	0	0	1	1
A20486	1	1	0	1
A20487	1	1	1	1
A20489	0	1	1	1
A20491	0	0	1	1
A20492	0	0	1	1
A20493	1	0	1	0
A20494	0	0	1	1
A20495	0	1	0	0
A20496	0	0	1	1
A20497	1	0	1	1
A20498	0	0	1	1
A20499	0	0	1	0
A20500	0	0	1	1
A21001	0	0	1	1
A21002	1	1	1	1
A21003	0	0	0	1
A21004	0	0	1	1
A21005	0	0	1	0
A21006	0	1	0	1
A21008	0	0	1	0
A21010	0	0	1	0
A21011	1	0	1	1
A21012	0	0	1	1
A21015	0	1	0	0
A21016	0	0	1	1
A21017	0	0	1	1
A21018	0	1	1	0
A21020	1	0	1	1
A21021	0	1	1	1
A21022	1	1	1	1
A21023	1	1	1	1
A21025	0	0	1	1
A21026	1	0	1	1
A21027	1	0	1	1
A21028	0	0	1	0
A21029	1	0	1	1
A21030	1	1	1	1
A21031	0	1	1	1
A21032	1	1	0	1
A21033	0	0	1	1
A21034	1	0	1	1
A21036	1	0	1	1
A21037	1	1	1	1
A21038	0	0	1	1
A21041	0	0	1	1
A21042	0	0	1	1
A21043	1	0	1	1
A21044	1	1	0	1
A21045	1	0	0	0
A21046	0	0	1	1
A21047	0	0	1	1
A21048	0	0	1	1
A21049	1	1	1	1
A21050	0	1	1	1
A21051	0	0	1	0
A21052	1	0	0	1
A21053	0	1	1	1
A21054	0	0	0	1
A21055	0	0	0	1
A21057	0	0	1	1
A21059	1	1	1	1
A21060	1	1	0	0
A21061	1	0	1	0
A21062	0	1	1	0
A21063	1	1	1	1
A21064	1	1	1	1
A21065	0	1	1	1
A21066	1	0	1	1
A21067	0	1	0	1
A21068	0	0	1	1
A21069	0	0	1	1
A21070	1	1	1	0
A21071	1	0	1	1
A21072	0	1	1	1
A21076	1	1	0	0
A21077	0	0	1	1
A21078	1	0	1	1
A21079	1	0	1	1
A21080	0	0	1	1
A21081	1	0	1	1
A21082	1	1	1	1
A21083	0	1	1	1
A21085	0	0	1	1
A21086	0	1	0	0
A21087	0	0	1	1
A21089	0	0	1	1
A21090	0	0	1	1
A21092	0	1	1	1
A21093	0	1	1	1
A21095	0	0	1	1
A21096	1	1	1	1
A21097	0	0	1	1
A21098	1	1	1	1
A21099	0	0	1	1
A21100	1	0	0	1
A21101	0	0	1	1
A21102	0	0	1	1
A21103	1	1	1	1
A21104	0	0	0	1
A21105	0	0	1	1
A21106	0	1	1	1
A21107	0	1	1	1
A21108	1	0	1	1
A21109	0	0	0	1
A21110	0	0	1	1
A21111	0	0	1	1
A21112	0	0	1	1
A21113	0	1	0	0
A21114	0	1	1	0
A21115	1	0	1	1
A21116	0	1	1	0
A21117	1	0	0	1
A21118	0	1	1	1
A21120	0	0	1	1
A21121	1	0	1	1
A21122	1	1	0	1
A21123	0	1	1	0
A21124	0	0	1	1
A21125	0	0	1	1
A21126	0	1	1	1
A21128	0	0	1	1
A21129	0	0	1	1
A21130	0	1	1	1
A21131	0	1	1	1
A21132	0	0	1	1
A21133	0	1	1	1
A21134	1	1	1	1
A21136	1	0	1	1
A21137	1	0	0	1
A21138	1	1	0	1
A21139	1	0	1	1
A21140	1	1	1	1
A21141	0	0	1	0
A21142	0	0	1	1
A21143	1	1	1	1
A21144	0	0	1	1
A21145	0	0	1	1
A21146	0	1	0	1
A21149	1	0	0	0
A21151	1	0	1	1
A21152	0	0	1	1
A21153	1	0	1	1
A21154	0	0	0	1
A21155	0	1	1	1
A21157	0	1	1	1
A21158	1	0	1	1
A21161	0	1	0	1
A21162	0	0	1	1
A21164	0	1	1	1
A21165	1	0	1	0
A21166	0	1	1	1
A21167	0	1	1	1
A21168	0	1	0	1
A21169	1	0	1	1
A21170	0	0	1	1
A21171	0	0	1	1
A21173	0	0	1	1
A21174	0	0	1	1
A21176	1	0	0	1
A21179	0	0	1	1
A21180	0	1	1	0
A21181	0	0	1	1
A21182	0	0	0	1
A21183	0	0	1	1
A21184	1	1	0	0
A21185	1	0	1	1
A21186	1	0	1	1
A21187	1	0	1	1
A21188	0	0	1	1
A21189	0	0	1	1
A21190	1	1	0	1
A21192	1	1	1	0
A21193	1	0	1	1
A21194	1	0	1	1
A21195	0	0	1	1
A21197	0	0	1	1
A21199	1	1	1	0
A21200	0	1	1	0
A21202	0	0	1	1
A21203	1	0	1	1
A21204	1	1	0	1
A21205	0	0	1	1
A21206	1	1	1	1
A21207	0	0	1	1
A21208	0	0	1	1
A21209	1	1	1	1
A21210	0	1	0	1
A21211	0	0	1	1
A21212	0	0	1	1
A21213	0	0	1	1
A21214	0	0	0	1
A21215	0	0	1	1
A21216	0	0	1	1
A21218	1	0	1	1
A21219	0	0	1	1
A21220	1	1	0	0
A21221	0	1	1	1
A21222	0	0	1	1
A21223	0	0	1	1
A21224	0	1	1	1
A21225	0	1	1	1
A21226	0	1	1	1
A21227	1	1	0	0
A21228	0	1	1	0
A21229	1	1	0	1
A21230	0	1	1	1
A21231	1	1	0	0
